
53,	Nom_de_la_personne,							Name_of_Individual
721,	Name_of_Individual,							Name_of_Individual
721,	Position_Title,								Position_Title
721,	Number_of_Months,							Number_of_Months
721,	Remuneration,								Remuneration
721,	Expenses,								Expenses

129,	Name,									Name_of_Individual
129,	Position,								Position_Title
129,	Duration_(Months),							Number_of_Months
129,	Salary/Honoraria,							Remuneration
129,	Travel,									Expenses
129,	Other,									Remuneration*

130,	Name_of_Individual,							Name_of_Individual
130,	Position/Title,								Position_Title
130,	No._of_Months,								Number_of_Months
130,	Remuneration,								Remuneration
130,	Expenses,								Expenses

132,	Name_of_Individual,							Name_of_Individual
132,	Position_Title,								Position_Title
132,	Number_of_Months,							Number_of_Months
132,	Remuneration,								Remuneration
132,	Expenses,								Expenses

133,	Name,									Name_of_Individual
133,	Position,								Position_Title
133,	Duration_(Months),							Number_of_Months
133,	Salary_and_Honoraria,							Remuneration
133,	Travel,									Expenses
133,	Other,									Remuneration*

14,	Name_NA,								Name_of_Individual
14,	Title_NA,								Position_Title
14,	Months_NA,								Number_of_Months*
14,	Salary,									Remuneration
14,	Honoraria,								Remuneration
14,	Travel,									Expenses
14,	Other,									Remuneration*

143,	Elected_Officials,							Name_of_Individual
143,	Title_NA,								Position_Title
143,	Number_of_Months,							Number_of_Months
143,	Salary_and_Honoraria,							Remuneration
143,	Travel_Expenses,							Expenses
143,	Other_Remuneration,							Remuneration

154,	Name_of_Individual,							Name_of_Individual
154,	Position_Title,								Position_Title
154,	Number_of_Months,							Number_of_Months
154,	Remuneration,								Remuneration
154,	Expenses,								Expenses

16,	Name_NA,								Name_of_Individual
16,	Title_NA,								Position_Title
16,	Number_of_Months,							Number_of_Months
16,	Salary,									Remuneration
16,	Other_Remuneration,							Remuneration
16,	Travel,									Expenses
16,	Honoraria,								Remuneration

162,	Name_of_Individual,							Name_of_Individual
162,	Title_NA,								Position_Title
162,	No._of_Months,								Number_of_Months
162,	Salary_and_Honoraria,							Remuneration
162,	Other_Remuneration,							Remuneration
162,	Travel_Expenses,							Expenses*

174,	Name_of_Individual,							Name_of_Individual
174,	Position_Title,								Position_Title
174,	Number_of_Months,							Number_of_Months
174,	Remuneration,								Remuneration
174,	Expenses,								Expenses

180,	Chief/Council_Member,							Name_of_Individual
180,	Position_Title,								Position_Title
180,	No._of_Months,								Number_of_Months
180,	Salary,									Remuneration
180,	Honoraria,								Remuneration
180,	Expenses,								Expenses

182,	Name_of_Individual,							Name_of_Individual
182,	Position_Title,								Position_Title
182,	Number_of_Months,							Number_of_Months
182,	Remuneration,								Remuneration
182,	Expenses,								Expenses

184,	Name_of_Individual_Chief/Council_Member,				Name_of_Individual
184,	Title_NA,								Position_Title
184,	No._of_Months,								Number_of_Months
184,	Honorariua,								Remuneration
184,	Travel_Expense,								Expenses
184,	Work_Travel,								Expenses
184,	Other_Travel,								Expenses
184,	Other,									Remuneration*
184,	Salary,									Remuneration

186,	Name_of_Individual,							Name_of_Individual
186,	Position/Title,								Position_Title
186,	Number_of_Months,							Number_of_Months
186,	Salary,									Remuneration
186,	Honoraria,								Remuneration
186,	Other_Remuneration,							Remuneration
186,	Travel_Expenses,							Expenses

187,	Name_of_Individual,							Name_of_Individual
187,	Position_Title,								Position_Title
187,	Number_of_Months,							Number_of_Months
187,	Remuneration,								Remuneration
187,	Expenses,								Expenses

199,	Chief_and_Council,							Name_of_Individual
199,	Position,								Position_Title
199,	Number_of_Months,							Number_of_Months
199,	Remuneration,								Remuneration
199,	Expenses,								Expenses

2,	Name,									Name_of_Individual
2,	Position,								Position_Title
2,	#_of_months,								Number_of_Months
2,	Salary,									Remuneration
2,	Honoraria,								Remuneration
2,	Other_remuneration,							Remuneration
2,	Travel_expenses,							Expenses

201,	Chief_and_Council,							Name_of_Individual
201,	Title_NA,								Position_Title
201,	Number_of_Months,							Number_of_Months
201,	Remuneration,								Remuneration
201,	Expenses,								Expenses

204,	Name_of_Individual,							Name_of_Individual
204,	Position_Title,								Position_Title
204,	Number_of_Months,							Number_of_Months
204,	Remuneration,								Remuneration
204,	Expenses,								Expenses

211,	Name_of_Individual,							Name_of_Individual
211,	Position_Title,								Position_Title
211,	Number_of_Months,							Number_of_Months
211,	Remuneration,								Remuneration
211,	Expenses,								Expenses

214,	Name_of_Individual,							Name_of_Individual
214,	Position_Title,								Position_Title
214,	Number_of_Months,							Number_of_Months
214,	Remuneration,								Remuneration
214,	Expenses,								Expenses

217,	Chief_and_Council,							Name_of_Individual
217,	Title_NA,								Position_Title
217,	Number_of_Months,							Number_of_Months
217,	Remuneration,								Remuneration
217,	Travel,									Expenses

258,	Name_of_Individual,							Name_of_Individual
258,	Position_Title,								Position_Title
258,	Number_of_Months,							Number_of_Months
258,	Remuneration,								Remuneration
258,	Expenses,								Expenses

267,	Name_of_Individual,							Name_of_Individual
267,	Position_Title,								Position_Title
267,	Number_of_Months,							Number_of_Months
267,	Remuneration,								Remuneration
267,	Expenses,								Expenses

268,	Name,									Name_of_Individual
268,	Position,								Position_Title
268,	Number_of_Months,							Number_of_Months
268,	Honoraria,								Remuneration
268,	Travel,									Expenses
268,	Other,									Remuneration*

285,	Name_NA,								Name_of_Individual
285,	Position,								Position_Title
285,	Number_of_Months,							Number_of_Months
285,	Salary,									Remuneration
285,	Honoraria,								Remuneration
285,	Other_remuneration,							Remuneration
285,	Travel_expenses,							Expenses

287,	Program_Expenses,							Drop*
287,	Budget,									Drop*
287,	Total,									Drop*

29,	Name,									Name_of_Individual
29,	Position,								Position_Title
29,	Number_of_Months,							Number_of_Months*
29,	Honorarium,								Remuneration
29,	Salary,									Remuneration
29,	Other_Remuneration,							Remuneration
29,	Pension,								Remuneration
29,	Travel,									Expenses

292,	Elected_or_Appointed_Officials,						Name_of_Individual
292,	Title_NA,								Position_Title
292,	Months,									Number_of_Months
292,	Honoraria/Salary,							Remuneration
292,	Travel/Other,								Expenses

3,	Name,									Name_of_Individual
3,	Position,								Position_Title
3,	Term_(in_months),							Number_of_Months
3,	Salary,									Remuneration
3,	Honoraria,								Remuneration
3,	Travel,									Expenses
3,	Other,									Remuneration*

302,	Name_of_Individual,							Name_of_Individual
302,	Position,								Position_Title
302,	Number_of_Months,							Number_of_Months
302,	Remuneration,								Remuneration
302,	Expenses,								Expenses

315,	Name_of_Individual,							Name_of_Individual
315,	Position,								Position_Title
315,	Number_of_Months,							Number_of_Months
315,	Remuneration,								Remuneration
315,	Expenses,								Expenses

316,	Name_of_Individual,							Name_of_Individual
316,	Position/Title,								Position_Title
316,	Number_of_Months,							Number_of_Months
316,	Salary,									Remuneration
316,	Honoraria,								Remuneration
316,	Other_Remuneration,							Remuneration
316,	Travel,									Expenses

318,	Chief_and_Council,							Name_of_Individual
318,	Title_NA,								Position_Title
318,	Number_of_Months,							Number_of_Months
318,	Honoraria/Salary,							Remuneration
318,	Travel_Expenses,							Expenses
318,	Other_Remuneration,							Remuneration

327,	Name_of_Individual,							Name_of_Individual
327,	Position,								Position_Title
327,	Number_of_Months,							Number_of_Months
327,	Remuneration,								Remuneration
327,	Expenses,								Expenses

353,	Council_Member,								Name_of_Individual
353,	Title_NA,								Position_Title
353,	Community_Representing,							Drop
353,	#_of_Months,								Number_of_Months
353,	Salary,									Remuneration
353,	Honoraria_&_Other,							Remuneration
353,	Council_Travel,								Expenses
353,	Business_Entity_Travel,							Expenses

371,	Name_of_Individual,							Name_of_Individual
371,	Position_Title,								Position_Title
371,	Number_of_Months,							Number_of_Months
371,	Remuneration,								Remuneration
371,	Expenses,								Expenses

376,	Name,									Name_of_Individual
376,	Position,								Position_Title
376,	Number_of_Months,							Number_of_Months
376,	Salary_&_Honoraria,							Remuneration
376,	Meetings_&_Travel,							Expenses
376,	Other,									Remuneration*

392,	Chief_and_Council,							Name_of_Individual
392,	Title_NA,								Position_Title
392,	Months,									Number_of_Months
392,	First_Nation_Remuneration,						Remuneration
392,	Business_Entities_Remuneration,						Remuneration
392,	Other_Remuneration,							Remuneration
392,	First_Nation_Expenses,							Expenses
392,	Business_Entities_Expenses,						Expenses

440,	Chief_and_Council,							Name_of_Individual
440,	Title_NA,								Position_Title
440,	No._of_Months,								Number_of_Months
440,	Salaries_(Own_Source),							Remuneration
440,	Honoraria_(Own_Source),							Remuneration
440,	Other_Remuneration_(Own_Source),					Remuneration
440,	Travel_Expenses_(Own_Source),						Expenses

441,	Chief_and_Council,							Name_of_Individual
441,	Title_NA,								Position_Title
441,	Months,									Number_of_Months
441,	Honoraria,								Remuneration
441,	Travel,									Expenses
441,	Other_Remuneration,							Remuneration

442,	Chief_and_Council,							Name_of_Individual
442,	Title_NA,								Position_Title
442,	Number_of_Months,							Number_of_Months
442,	Salary_&_Honoraria,							Remuneration
442,	Travel_&_Other,								Expenses

460,	Name,									Name_of_Individual
460,	Position,								Position_Title
460,	Number_of_Months,							Number_of_Months
460,	Remuneration,								Remuneration
460,	Expenses,								Expenses

466,	Chief_and_Council,							Name_of_Individual
466,	Title_NA,								Position_Title
466,	Number_of_Months,							Number_of_Months
466,	Honoraria,								Remuneration
466,	Travel,									Expenses

467,	Name_of_Individual,							Name_of_Individual
467,	Position_Title,								Position_Title
467,	Number_of_Months,							Number_of_Months
467,	Salary,									Remuneration
467,	Honoraria,								Remuneration
467,	Other_Remuneration,							Remuneration
467,	Travel_Expenses,							Expenses

470,	Chief_and_Council,							Name_of_Individual
470,	Position,								Position_Title
470,	Months,									Number_of_Months
470,	Remuneration_(Chipewyan_Prarie_First_Nation),				Remuneration
470,	Travel_(Chipewyan_Prarie_First_Nation),					Expenses
470,	Remuneration_(Chipewyan_Prarie_First_Nation_Group_of_Companies),	Remuneration
470,	Travel_(Chipewyan_Prarie_First_Nation_Group_of_Companies),		Expenses

474,	Name_NA,								Name_of_Individual
474,	Title_NA,								Position_Title
474,	#_Months,								Number_of_Months
474,	Remuneration_(Woodland_Cree_First_Nation),				Remuneration
474,	Expenses_(Woodland_Cree_First_Nation),					Expenses
474,	Remuneration_(Woodland_Cree_First_Nation_Group_of_Companies),		Remuneration
474,	Expenses_(Woodland_Cree_First_Nation_Group_of_Companies),		Expenses

497,	Name_of_Individual,							Name_of_Individual
497,	Position_Title,								Position_Title
497,	Number_of_Months,							Number_of_Months
497,	Salary_and_Honoraria,							Remuneration
497,	Travel_Expenses,							Expenses
497,	Other_Remuneration,							Remuneration

506,	Name,									Name_of_Individual
506,	Position,								Position_Title
506,	Number_of_Months,							Number_of_Months
506,	Salary/Honoraria,							Remuneration
506,	Travel,									Expenses

51,	Name_NA,								Name_of_Individual
51,	Title_NA,								Position_Title
51,	Number_of_Months,							Number_of_Months
51,	Salary_Elected_Position,						Remuneration
51,	Salary_Employed_Position,						Remuneration
51,	Honoraria,								Remuneration
51,	Travel,									Expenses
51,	Other,									Remuneration*

531,	Name,									Name_of_Individual
531,	Position,								Position_Title
531,	Term,									Number_of_Months
531,	Honoraria,								Remuneration
531,	Expenses,								Expenses

532,	Name,									Name_of_Individual
532,	Title,									Position_Title
532,	Number_of_Months,							Number_of_Months
532,	Remuneration_Honorarium,						Remuneration
532,	Remuneration_Other,							Remuneration
532,	Expenses,								Expenses

533,	Name,									Name_of_Individual
533,	Position,								Position_Title
533,	Term,									Number_of_Months
533,	Honoraria,								Remuneration
533,	Wages,									Remuneration
533,	Expenses,								Expenses

537,	Name,									Name_of_Individual
537,	Position,								Position_Title
537,	Term,									Number_of_Months
537,	Honoraria,								Remuneration
537,	Expenses,								Expenses

542,	Name_of_Individual,							Name_of_Individual
542,	Position_Title,								Position_Title
542,	Number_of_Months,							Number_of_Months
542,	Remuneration,								Remuneration
542,	Expenses,								Expenses

568,	Name_of_Individual,							Name_of_Individual
568,	Position_Title,								Position_Title
568,	Number_of_Months,							Number_of_Months
568,	Remuneration,								Remuneration
568,	Expenses,								Expenses

579,	Name_of_Individual,							Name_of_Individual
579,	Position_Title,								Position_Title
579,	Number_of_Months,							Number_of_Months
579,	Remuneration,								Remuneration
579,	Expenses,								Expenses

603,	Name,									Name_of_Individual
603,	Position/Title,								Position_Title
603,	Months,									Number_of_Months
603,	Salaries_and_Honoraria,							Remuneration
603,	Expenses,								Expenses

605,	Name_NA,								Name_of_Individual
605,	Title_NA,								Position_Title
605,	Term,									Number_of_Months*
605,	Salary,									Remuneration
605,	Other_Remuneration,							Drop*
605,	Expenses_in_Other_Remuneration,						Expenses

619,	Name,									Name_of_Individual
619,	Position,								Position_Title
619,	Number_of_Months,							Number_of_Months
619,	Remuneration,								Remuneration
619,	Expenses,								Expenses

635,	Name_of_Individual,							Name_of_Individual
635,	Position_Title,								Position_Title
635,	Number_of_Months,							Number_of_Months
635,	Remuneration,								Remuneration
635,	Expenses,								Expenses

654,	Name_of_Individual,							Name_of_Individual
654,	Position_Title,								Position_Title
654,	Number_of_Months,							Number_of_Months
654,	Salary_and_Honoraria,							Remuneration
654,	Other_Remuneration,							Remuneration
654,	Travel_Expenses,							Expenses

655,	Name_of_Individual,							Name_of_Individual
655,	Position_Title,								Position_Title
655,	Number_of_Months,							Number_of_Months
655,	Remuneration,								Remuneration
655,	Expenses,								Expenses

656,	Name_of_individual,							Name_of_Individual
656,	Position/Title,								Position_Title
656,	Number_of_Months,							Number_of_Months
656,	Remuneration,								Remuneration
656,	Expenses,								Expenses

670,	Council_Member,								Name_of_Individual
670,	Title,									Position_Title*
670,	Term_(Months),								Number_of_Months
670,	Honoraria_and_Salaries,							Remuneration
670,	Travel,									Expenses

674,	Name_of_Individual,							Name_of_Individual
674,	Position_Title,								Position_Title
674,	Number_of_Months,							Number_of_Months
674,	Remuneration,								Remuneration
674,	Expenses,								Expenses

694,	Name_of_Individual,							Name_of_Individual
694,	Position_Title,								Position_Title
694,	Number_of_Months,							Number_of_Months
694,	Remuneration,								Remuneration
694,	Expenses,								Expenses

696,	Name_NA,								Name_of_Individual
696,	Position,								Position_Title
696,	Number_of_Months,							Number_of_Months
696,	Remuneration,								Remuneration
696,	Travel_expense,								Expenses

707,	Name_of_Individual,							Name_of_Individual
707,	Position_Title,								Position_Title
707,	#_of_Months,								Number_of_Months
707,	Salary_and_Honoraria,							Remuneration
707,	Travel_Expenses,							Expenses
707,	Other_Remuneration,							Remuneration

728,	Name_of_Individual,							Name_of_Individual
728,	Position_Title,								Position_Title
728,	Number_of_Months,							Number_of_Months
728,	Remuneration,								Remuneration
728,	Expenses,								Expenses

750,	Name_of_Individual,							Name_of_Individual
750,	Position,								Position_Title
750,	No._of_Months,								Number_of_Months
750,	Salary_and_Honoraria,							Remuneration
750,	Travel_Expenses,							Expenses
750,	Other_Remuneration,							Remuneration

755,	Name_NA,								Name_of_Individual
755,	Title_NA,								Position_Title
755,	Number_of_months'_service,						Number_of_Months
755,	Wages,									Remuneration
755,	Travel,									Expenses
755,	Honoraria,								Remuneration

759,	Name_NA,								Name_of_Individual
759,	Title_NA,								Position_Title
759,	#_of_Months,								Number_of_Months
759,	Honoraria,								Remuneration
759,	Travel,									Expenses

760,	Name,									Name_of_Individual
760,	Position,								Position_Title
760,	Months,									Number_of_Months
760,	Salary_and_Benefits,							Remuneration
760,	Honoraria,								Remuneration
760,	Other_Remuneration,							Remuneration
760,	Travel_Expenses,							Expenses

763,	Name,									Name_of_Individual
763,	Position,								Position_Title
763,	Months,									Number_of_Months
763,	Salaries_and_Benefits,							Remuneration
763,	Honoraria,								Remuneration
763,	Dene_Resources,								Remuneration
763,	Education,								Remuneration*
763,	IBA,									Remuneration*
763,	Business_Services,							Remuneration
763,	Travel_Expenses,							Expenses

767,	Name,									Name_of_Individual
767,	Position,								Position_Title
767,	Number_of_Months,							Number_of_Months
767,	Salary,									Remuneration
767,	Honoraria,								Remuneration
767,	Travel_Expenses,							Expenses

771,	Individual,								Name_of_Individual
771,	Position,								Position_Title
771,	Months,									Number_of_Months
771,	Remuneration,								Remuneration
771,	Expenses,								Expenses

82,	Nom_de_la_Personne,							Name_of_Individual
82,	Statut,									Position_Title
82,	Nombre_de_Mois_en_Poste,						Number_of_Months
82,	Salaires_et_Honoraires,							Remuneration
82,	Frais_de_Voyages,							Expenses

87,	Nom,									Name_of_Individual
87,	Title_NA,								Position_Title
87,	Nombre_de_mois_en_poste,						Number_of_Months
87,	Variable_ou_service,							Drop
87,	Rémunération,								Remuneration
87,	Frais_de_Voyages,							Drop

155,	Name_of_Individual,							Name_of_Individual
155,	Position_Title,								Position_Title
155,	Number_of_Months,							Number_of_Months
155,	Remuneration,								Remuneration
155,	Expenses,								Expenses

160,	Name_of_Individual,							Name_of_Individual
160,	Title_NA,								Position_Title
160,	No._of_Months,								Number_of_Months
160,	Salary_and_Honoraria,							Remuneration
160,	Other_Remuneration,							Remuneration
160,	Travel_Expenses,							Expenses

192,	Name_of_Individual,							Name_of_Individual
192,	Position_Title,								Position_Title
192,	Number_of_Months,							Number_of_Months
192,	Remuneration,								Remuneration
192,	Expenses,								Expenses

202,	Name_of_individual,							Name_of_Individual
202,	Position/Title,								Position_Title
202,	Number_of_Months,							Number_of_Months
202,	Remuneration,								Remuneration
202,	Expenses,								Expenses

228,	Chief_and_Council,							Name_of_Individual
228,	Title_NA,								Position_Title
228,	Number_of_Months,							Number_of_Months
228,	Remuneration,								Remuneration
228,	Expenses,								Expenses

235,	Name_of_Individual,							Name_of_Individual
235,	Position_Title,								Position_Title
235,	Number_of_Months,							Number_of_Months
235,	Remuneration,								Remuneration
235,	Expenses,								Expenses

399,	Elected_Officials,							Name_of_Individual
399,	Title_NA,								Position_Title
399,	No._of_Months,								Number_of_Months
399,	Salaries,								Remuneration
399,	Honoraria,								Remuneration
399,	Travel_&_Meetings,							Expenses
399,	Other_Remuneration,							Remuneration

433,	Name,									Name_of_Individual
433,	Position_Title,								Position_Title
433,	Months,									Number_of_Months
433,	Wages,									Remuneration
433,	Expenses,								Expenses

5,	Recipient,								Name_of_Individual
5,	Position,								Position_Title
5,	Number_of_Months,							Number_of_Months
5,	Salary,									Remuneration
5,	Honoraria,								Remuneration
5,	Travel_Expenses,							Expenses
5,	Royalties_&_Grants,							Remuneration*
5,	Other,									Remuneration*

504,	Name_of_Individual,							Name_of_Individual
504,	Position_Title,								Position_Title
504,	Number_of_Months,							Number_of_Months
504,	Remuneration,								Remuneration
504,	Expenses,								Expenses

673,	Band_Council,								Name_of_Individual
673,	Position,								Position_Title
673,	Term_(Months),								Number_of_Months
673,	Remuneration,								Remuneration
673,	Expenses,								Expenses

681,	Name,									Name_of_Individual
681,	Position,								Position_Title
681,	Number_of_Months,							Number_of_Months
681,	Remuneration,								Remuneration
681,	Honorarium,								Remuneration
681,	Expenses,								Expenses

125,	Name,									Name_of_Individual
125,	Position,								Position_Title
125,	Salary,									Remuneration
125,	Benefits,								Remuneration
125,	Retirement,								Remuneration
125,	Expenses,								Expenses
125,	Number_of_weeks,							Number_of_Months*

136,	Name_of_Individual,							Name_of_Individual
136,	Position/Title,								Position_Title
136,	Number_of_Months,							Number_of_Months
136,	Remuneration,								Remuneration
136,	Expenses,								Expenses

148,	Name_of_Individual,							Name_of_Individual
148,	Position_Title,								Position_Title
148,	Number_of_Months,							Number_of_Months
148,	Remuneration,								Remuneration
148,	Expenses,								Expenses

150,	Name,									Name_of_Individual
150,	Position,								Position_Title
150,	#_of_Months,								Number_of_Months
150,	Remuneration,								Remuneration
150,	Expenses,								Expenses

161,	Name_of_Individual,							Name_of_Individual
161,	Title_NA,								Position_Title
161,	No._of_Months,								Number_of_Months
161,	Salary_and_Honoraria,							Remuneration*
161,	Other_Remuneration,							Remuneration
161,	Travel_Expenses,							Expenses

169,	Name_of_Individual,							Name_of_Individual
169,	Position_title,								Position_Title
169,	No._Of_Months,								Number_of_Months
169,	Salary_and_Honoraria,							Remuneration
169,	Travel_Expenses,							Expenses

178,	Name_of_Individual,							Name_of_Individual
178,	Position_Title,								Position_Title
178,	Number_of_Months,							Number_of_Months
178,	Remuneration,								Remuneration
178,	Expenses,								Expenses

181,	Name_of_Individual,							Name_of_Individual
181,	Position_Title,								Position_Title
181,	Number_of_Months,							Number_of_Months
181,	Remuneration,								Remuneration
181,	Expenses,								Expenses

191,	Name_of_Individual,							Name_of_Individual
191,	Position_Title,								Position_Title
191,	Number_of_Months,							Number_of_Months
191,	Remuneration,								Remuneration
191,	Expenses,								Expenses

194,	Name_of_Individual,							Name_of_Individual
194,	Position_Title,								Position_Title
194,	Number_of_Months,							Number_of_Months
194,	Remuneration,								Remuneration
194,	Expenses,								Expenses

213,	Name_of_Individual,							Name_of_Individual
213,	Position_Title,								Position_Title
213,	Number_of_Months,							Number_of_Months
213,	Remuneration,								Remuneration
213,	Expenses,								Expenses

218,	Name_of_Individual,							Name_of_Individual
218,	Position/Title,								Position_Title
218,	Number_of_Months,							Number_of_Months
218,	Salary/Honoraria,							Remuneration
218,	Travel_Expenses,							Expenses

223,	Name_of_Individual,							Name_of_Individual
223,	Position_Title,								Position_Title
223,	Number_of_Months,							Number_of_Months
223,	Remuneration,								Remuneration
223,	Expenses,								Expenses

224,	Name_of_Individual,							Name_of_Individual
224,	Position_Title,								Position_Title
224,	Number_of_Months,							Number_of_Months
224,	Remuneration,								Remuneration
224,	Expenses,								Expenses

232,	Name_of_Individual,							Name_of_Individual
232,	Position_Title,								Position_Title
232,	Number_of_Months,							Number_of_Months
232,	Remuneration,								Remuneration
232,	Expenses,								Expenses

259,	Name_of_Individual,							Name_of_Individual
259,	Position_Title,								Position_Title
259,	Number_of_Months,							Number_of_Months
259,	Remuneration,								Remuneration
259,	Expenses,								Expenses

261,	Name_NA,								Name_of_Individual
261,	Position,								Position_Title
261,	Number_of_Months,							Number_of_Months
261,	Remuneration,								Remuneration
261,	Expenses,								Expenses

28,	Name_NA,								Name_of_Individual
28,	Position,								Position_Title
28,	Number_of_Months,							Number_of_Months
28,	Honoraria_Expenses,							Remuneration*
28,	Employment_Salary,							Remuneration
28,	Public_Works_Contracts,							Remuneration*
28,	Other_Payments,								Remuneration*
28,	Travel_Expenses,							Expenses

30,	Name_of_Individual,							Name_of_Individual
30,	Position,								Position_Title
30,	#_of_Months,								Number_of_Months
30,	Remuneration,								Remuneration
30,	Benefits,								Remuneration
30,	Expenses,								Expenses

326,	Name_of_Individual,							Name_of_Individual
326,	Position_Title,								Position_Title
326,	Number_of_Months,							Number_of_Months
326,	Remuneration,								Remuneration
326,	Expenses,								Expenses

328,	Name_NA,								Name_of_Individual
328,	Position_Held,								Position_Title
328,	Number_of_Months,							Number_of_Months
328,	Salary/Honoraria,							Remuneration
328,	Travel_Expenses,							Expenses

340,	Name,									Name_of_Individual
340,	Position,								Position_Title
340,	#_of_Months,								Number_of_Months
340,	Salaries_Honoraria,							Remuneration
340,	Travel/Expense_Allowances,						Expenses
340,	Contracts,								Remuneration

359,	Name,									Name_of_Individual
359,	Position,								Position_Title
359,	Number_of_Months,							Number_of_Months
359,	Wages_&_Honoraria,							Remuneration
359,	Meetings_&_Travel,							Expenses
359,	Other,									Remuneration*
359,	PAGC_Payments,								Remuneration*

364,	Name_NA,								Name_of_Individual
364,	Title,									Position_Title
364,	Number_of_Months,							Number_of_Months
364,	Salary,									Remuneration
364,	Travel,									Expenses

378,	Name,									Name_of_Individual
378,	Title,									Position_Title
378,	Number_of_Months,							Number_of_Months
378,	Salary_&_Honoraria,							Remuneration
378,	Travel,									Expenses
378,	Meetings_&_Per_Diems,							Expenses
378,	Other,									Remuneration*

379,	Name,									Name_of_Individual
379,	Position,								Position_Title
379,	Term,									Number_of_Months
379,	Salary_and_Honoraria,							Remuneration
379,	Travel,									Expenses
379,	Other,									Remuneration*

383,	Name,									Name_of_Individual
383,	Position,								Position_Title
383,	Length_of_Service,							Number_of_Months
383,	Salary_&_Honoraria,							Remuneration
383,	Cellular,								Expenses
383,	Travel,									Expenses
383,	Other,									Remuneration*

388,	Name,									Name_of_Individual
388,	Position,								Position_Title
388,	Number_of_Months,							Number_of_Months
388,	Council_Honoraria,							Remuneration
388,	Meetings_&_Travel,							Expenses
388,	Other,									Remuneration*

389,	Name_NA,								Name_of_Individual
389,	Title,									Position_Title
389,	Number_of_Months,							Number_of_Months
389,	Honoraria,								Remuneration
389,	Travel,									Expenses
389,	Other_remuneration,							Remuneration

4,	Name_NA,								Name_of_Individual
4,	Position,								Position_Title
4,	#_of_Months,								Number_of_Months
4,	Salary,									Remuneration
4,	Honoraria,								Remuneration
4,	Other,									Remuneration*
4,	Travel_Expenses,							Expenses

407,	Chief_and_Council,							Name_of_Individual
407,	Position,								Position_Title
407,	Number_of_Months,							Number_of_Months
407,	Salary,									Remuneration
407,	Per_diem,								Expenses
407,	Travel,									Expenses
407,	Other,									Remuneration*

435,	Name_NA,								Name_of_Individual
435,	Title_NA,								Position_Title
435,	#_Months,								Number_of_Months
435,	Salary,									Remuneration
435,	Chief_and_Council_Travel_&_Per_Diem,					Expenses
435,	Board_Travel_&_Honoraria,						Expenses

458,	Name_NA,								Name_of_Individual
458,	Title_NA,								Position_Title
458,	Number_of_Months,							Number_of_Months*
458,	Remuneration,								Remuneration
458,	Expenses,								Expenses

462,	Name_NA/Elected_or_Appointed_Officials,					Name_of_Individual
462,	Title_NA,								Position_Title
462,	#_Months/Months_in_Office,						Number_of_Months
462,	Salary,									Remuneration
462,	Other_Remuneration/Benefits,						Remuneration
462,	Expenses/Mileage_and_Accomodation,					Expenses

548,	Name_of_Individual,							Name_of_Individual
548,	Position_Title,								Position_Title
548,	Number_of_Months,							Number_of_Months
548,	Remuneration,								Remuneration
548,	Expenses,								Expenses

555,	Name_of_Individual,							Name_of_Individual
555,	Position_Title,								Position_Title
555,	Number_of_Months,							Number_of_Months
555,	Remuneration,								Remuneration
555,	Expenses,								Expenses

580,	Name_of_Individual,							Name_of_Individual
580,	Position_Title,								Position_Title
580,	Number_of_Months,							Number_of_Months
580,	Remuneration,								Remuneration
580,	Expenses,								Expenses

6,	Name_NA,								Name_of_Individual
6,	Position,								Position_Title
6,	Number_of_Weeks,							Number_of_Months*
6,	Salary,									Remuneration
6,	Travel_expenses,							Expenses
6,	Honoraria,								Remuneration
6,	Severance_pay_or_bonus,							Remuneration
6,	Other_remuneration,							Remuneration

604,	Council_Member,								Name_of_Individual
604,	Position_Title,								Position_Title
604,	Number_of_Months,							Number_of_Months
604,	Honoraria,								Remuneration
604,	Travel_Expenses,							Expenses
604,	Other_Remunerations,							Expenses

611,	Name_of_Individual,							Name_of_Individual
611,	Position_Title,								Position_Title
611,	Number_of_Months,							Number_of_Months
611,	Remuneration,								Remuneration
611,	Expenses,								Expenses

617,	Name_of_Individual,							Name_of_Individual
617,	Position_Title,								Position_Title
617,	Number_of_Months,							Number_of_Months
617,	Remuneration,								Remuneration
617,	Expenses,								Expenses

637,	Name_of_Individual,							Name_of_Individual
637,	Position_Title,								Position_Title
637,	Number_of_Months,							Number_of_Months
637,	Remuneration,								Remuneration
637,	Expenses,								Expenses

644,	Name_of_Individual,							Name_of_Individual
644,	Position_Title,								Position_Title
644,	Number_of_Months,							Number_of_Months
644,	Salary,									Remuneration
644,	Other_Remuneration,							Remuneration
644,	Travel,									Expenses

645,	Name_of_Individual,							Name_of_Individual
645,	Position_Title,								Position_Title
645,	Number_of_Months,							Number_of_Months*
645,	Salary,									Remuneration
645,	Honoraria,								Remuneration
645,	Travel,									Expenses
645,	Other_Remuneration,							Remuneration

65,	Name,									Name_of_Individual
65,	Title,									Position_Title
65,	Number_of_Months_in_office,						Number_of_Months
65,	Salaries_and_honoraries,						Remuneration
65,	Net_travel_expenses,							Expenses
