
53,			Nation_Micmac_de_Gespeg,	Raymond_Chabot_Grant_Thornton
Nom_de_la_personne,	Titre_du_poste,	Nombre_de_mois,	Salaires_et_honoraires,	Autres_rémunérations,	Frais_de_voyage
Basque_Johanne,		Conseillére,	12,		13780,			28157,			1445
Jean_Johanne,		Conseillére,	12,		13780,			12098,			1292
Jeannotte_Manon,	Conseillére,	12,		13780,			12569,			4424
Shaw_Terry,		Conseiller,	12,		12562,			39823,			4411
Basque_Danny,		Conseiller,	12,		13780,			0,			12159
Jeannotte_Claude,	Chef,		12,		28600,			33800,			22890
Langlois_Kevin,		Conseiller,	12,		13780,			13280,			2015
Jeannotte_Monique,	Conseillére,	12,		13780,			0,			0

76,				Pekuakamiulnuatsh_Takuhikan,	Deloitte_LLP
Name_NA,			Fonction,				Nombre_de_mois,	Salaires,	Autres_rémunérations,	Advantages_sociaux,	Frais_de_voyage
Dominique_Gilbert,		Chef,					10,		79105,		0,			12755,			12142
Moar_Clifford,			Chef,					2,		17275,		7973,			2870,			2108
Bégin_Florent,			Vice-chef,				2,		15590,		4863,			3002,			2713
Buckell_Johanna,		Conseillére_délégué,			2,		12929,		3614,			3050,			60
Courtois_Gilbert,		Vice-chef,				2,		10309,		8518,			285,			0
Courtois_Patrick,		Conseiller,				10,		45297,		4589,			9265,			1658
Éfienne_Marjolaine,		Vice-chef_aux_affaires_extrérieures,	10,		45297,		4704,			7669,			10359
Germain_Jonathan,		Conseiller,				10,		45297,		4589,			9242,			2983
Germain_Stéphane,		Vice-chef_aux_relations_communautaires,	10,		45297,		4704,			8141,			1191
Poul_Jean-Claude,		Conseiller_délégué,			2,		12459,		4892,			2096,			0
Robertson_Nelson,		Conseiller_délégué,			2,		12929,		6304,			2176,			698
Roussaau_Julie,			Conseillére,				10,		45297,		4589,			9100,			7990
Tremblay_Jeannine,		Conseillér_délégué,			2,		12929,		12520,			2488,			0
Verreauilt_Charles-Edouard,	Conseiller,				10,		45297,		4589,			9217,			3012

77,			Conseil_des_Atikamekw_de_Wemotaci,	Deloitte_LLP
Nom,			Titre_du_poste,	Nombre_de_mois/semaines,	Salaires,	Frais_de_voyage
Richard_Campbell,		Chief,			4,		9600,	4850,		4581,			500
Phillip_Campbell_(deceased),	Chief,			8,		12800,	18423,		28046,			0
Joe_Campbell,			Councillor,		7,		0,	15140,		10419,			3300
Lawrence_Campbell,		Councillor,		12,		41680,	12135,		11043,			4547
Mike_Campbell,			Councillor,		12,		15170,	12375,		9395,			2900
Theresa_Florence,		Councillor,		5,		4212,	4500,		0,			0

718,			Toosey_Indian_Band,			Ribeyre_&_Company
Name_of_Individual,	Position_Title,		Number_of_Months,	Remuneration,	Expenses
Francis_Laceese,	Chief,			12,			55943,		6163
Georgina_Johnny,	Councillor,		12,			55423,		4333
Violet_Tipple,		Councillor,		12,			47573,		15748
David_Stieman,		Councillor,		12,			46573,		7894

122,			Chippewas_of_Nawash_Unceded_First_Nation,		MNP_LLP
Name_NA,	Position_Title,	Number_of_Months,	Government_Remuneration,	Non-Government_Remuneration,	Travel_Expenses,	Expenses_Reimbursed
NA,		Chief,		12,			36366.05,			42393.80,			4345.00,		(868.00)
NA,		Councillor_1,	6,			27372.00,			0,				8762.00,		(5274.00)
NA,		Councillor_2,	12,			12260.00,			0,				39716.00,		(12241.00)
NA,		Councillor_3,	12,			9157.10,			119827.18,			7471.00,		(6330.00)
NA,		Councillor_4,	8,			9335.00,			0,				8292.00,		(950.00)
NA,		Councillor_5,	8,			7245.00,			0,				10829.00,		(7648.00)
NA,		Councillor_6,	8,			8505.00,			22689.93,			17676.00,		(1418.00)
NA,		Councillor_7,	12,			25064.35,			9985.00,			23336.00,		(5466.00)
NA,		Councillor_8,	12,			10859.89,			35262.11,			19747.00,		(10637.00)
NA,		Councillor_9,	12,			23859.00,			0,				17141.00,		(10527.00)
NA,		Councillor_10,	5,			3855.00,			11972.00,			11289.00,		(14379.00)
NA,		Councillor_11,	5,			9285.00,			0,				1517.00,		(0)

126,			Couchiching_First_Nation,	MNP_LLP
Name_of_Individual,	Position_Title,	Number_of_Months,	Remuneration,	Expenses
Chuck_McPherson,	Chief,		9,			95831,		11818
Sara_Mainville,		Chief,		3,			5357,		59
Richard_Bird,		Council,	12,			12500,		1411
David_Bruyere,		Council,	12,			12750,		2535
Christine_Jourdain,	Council,	12,			60777,		488
Daniel_Mainville,	Council,	12,			52904,		0
Lucille_Morrisseau,	Council,	12,			67961,		690
Edward_Yerxa,		Council,	12,			63700,		8410
William_Perrault,	Council,	1,			1000,		0
Ron_Archie,		Council,	1,			2505,		59

193,			Red_Rock_Indian_Band,	MNP_LLP
Name_NA,		Position,	Number_of_Months,	Actual_Salary,	Honoraria,	Other_remuneration,	Travel_Expenses
Arlene_Wawla,		Chief,		5,			0,		17475,		0,			3688
Pierre_Pellettier,	Chief,		7,			0,		19725,		0,			35
Andrew_Hardy,		Councillor,	12,			0,		39300,		0,			984
Edward_Wawla,		Councillor,	12,			0,		37700,		0,			1610
Joe_Hanlon,		Councillor,	5,			0,		17675,		0,			1294
Kevin_Hardy,		Councillor,	2,			0,		500,		0,			0
Kristine_Baccar,	Councillor,	7,			0,		19425,		0,			2205
Shannon_Michelle-Ruth,	Councillor,	7,			0,		1625,		0,			0
Omer_Belisle,		Councillor,	12,			0,		28125,		0,			10214

210,			Kasabonika_Lake_First_Nation,	Holukoff_Chiarella
Name_NA,		Title_NA,		Number_of_Months,	Remuneration,	Expenses
Gordon_Anderson,	Former_Chief,		12,			71500,		46469
Eno_H_Anderson,		Chief,			1,			1375,		0
Josie_Anderson,		Deputy_Chief,		12,			55000,		15241
Nellie_Semple,		Councillor,		12,			53900,		11881
Gordon_Morris,		Former_Councillor,	12,			52910,		18008
Ralph_Begg,		Councillor,		12,			50600,		11815
Peter_Anderson,		Councillor,		12,			45760,		6665
Ken_Albany,		Councillor,		12,			47423,		19534
Tom_Semple,		Councillor,		12,			45760,		20238
Mike_Morris,		Councillor,		1,			1018,		0

216,			Cat_Lake_First_Nation,		Peter_Stetsko
Name_of_Individual,	Position_Title,	Number_of_Months,	Remuneration,	Expenses
Metthew_Keewaykapow,	Chief,		2,			19750,		4486
Russell_Wesley,		Chief,		10,			68921,		20226
Abigail_Wesley,		Councillor,	2,			12000,		0
Dora_Leadbeater,	Councillor,	12,			64000,		7611
Ellen_Wesley_Oombash,	Councillor,	12,			59750,		8842
Frank_Shakakeesic,	Councillor,	10,			48375,		6722
Lavern_Wesley,		Councillor,	10,			55875,		4684
Rachel_Wesley,		Councillor,	10,			50947,		1754

220,			Nipissing_First_Nation,	KPMG_LLP,	*
Name_of_Individual,	Position_Title,	Number_of_Months,	Remuneration,	Expenses
Marianna_Couchie,	Chief,		12,			83562,		22692
June_Commanda,		Deputy_Chief,	12,			24800,		5450
Arnold_May,		Councillor,	12,			21100,		11266
Brian_Couchie,		Councillor,	12,			17200,		2887
Douglas_Chevrier,	Councillor,	12,			31455,		13751
Eric_Stevens,		Councillor,	12,			22200,		4132
Darrell_McLeod,		Councillor,	12,			14400,		1070
David_Commanda,		Councillor,	12,			13700,		910

325,			Keewaywin_First_Nation,	Holukoff_Chiarella
Administration,		Title_NA,	Number_of_Months,	Remuneration,	Expenses
David_Thompson,		Chief,		10.0,			0,		0
Eddie_Meekis,		Chief,		1.5,			0,		0
Lester_Pascal,		Chief,		12.0,			65000,		51410
George_Kakegamic,	Councillor,	12.0,			55000,		47301
Eddie_Meekis,		Councillor,	12.0,			62045,		52406
Allan_Kakepetum,	Councillor,	12.0,			55000,		35489
Lawrence_Mason,		Councillor,	12.0,			55000,		32298

561,			Douglas_Indian_Band,	Morrow_&_Co.
Name_of_Individual,	Position_Title,	Number_of_Months,	Remuneration,	Expenses
Donald_Harris,		Chief,		12,			52506,		17903
Jane_Sam,		Councillor,	12,			14544,		11847
Darryl_Peters,		Councillor,	12,			8750,		11939
Oliver_Peters,		Councillor,	12,			11809,		11751

597,			Penticton_Indian_Band,	BDO_Canada_LLP
Name_of_Individual,	Position_Title,	Number_of_Months,	Remuneration,	Expenses
Jonathan_Kruger,	Chief,		12,			60005.40,	21525.67
Clint_Gabriel,		Councillor,	12,			28155.00,	1092.00
Kevin_Gabriel,		Councillor,	12,			4800.00,	3899.65
Clint_George,		Councillor,	12,			4400.00,	1210.00
Dolly_Kruger,		Councillor,	12,			7105.30,	2237.64
Travis_Kruger,		Councillor,	12,			46660.00,	8761.67
Timmothy_Lezard,	Councillor,	12,			6536.42,	1516.60
Inez_Pierre,		Councillor,	12,			23902.40,	4883.13
Joseph_Pierre,		Councillor,	12,			46750.00,	3088.38

680,			Kitselas_Band_Council,	Carlyle_Shepherd_&_Co.
Name_of_Individual,	Position,	Months,	Remuneration,	Expenses
Joe_Bevan,		Chief,		12,	46580,		19772
Judy_Gerow,		Councilor,	12,	68986,		9511
Gerald_Seymour,		Councilor,	12,	10750,		180
Cora_Kennedy,		Councilor,	3,	2800,		0
Wilfred_Bennett_Sr,	Councilor,	12,	12750,		1924
Wilfred_Bennett_Jr,	Councilor,	12,	48685,		1226
Clarisa_Spencer,	Councilor,	9,	45912,		251

721,			Lhoosk'uz_Dene_Government,	Ribeyre_&_Company
Name_of_Individual,	Position_Title,	Number_of_Months,	Remuneration,	Expenses
Liliane_Squinas,	Chief,		12,			65720,		12586
Violet_Boyd,		Councillor,	12,			9500,		362
Agnes_Chantyman,	Councillor,	12,			10500,		673
Ella_Stillas,		Councillor,	12,			12000,		5747
Jacob_Cahoose,		Councillor,	12,			10850,		2616

129,		Nigigoonsiminikaaning_First_Nation,	BDO_Canada_LLP
Name,		Position,	Duration_(Months),	Salary/Honoraria,	Travel,	Other
Gary_Allen,	Chief,		12,			48462,			15015,	3350
Duane_Allen,	Council,	12,			12000,			3922,	900
Don_Jones,	Council,	12,			12000,			9984,	900
Gail_Windego,	Council,	12,			12000,			2652,	900

130,			Rainy_River_First_Nations,	BDO_Canada_LLP
Name_of_Individual,	Position/Title,	No._of_Months,	Remuneration,	Expenses
Jim_Leonard,		Chief,		12.0,		68800,		16043
Robert_Bombay,		Councillor,	6.5,		7250,		1198
Shawn_Brown,		Councillor,	12.0,		15350,		3571
Marcel_Horton,		Councillor,	12.0,		45696,		5724
Kim_Detweiler,		Councillor,	5.5,		8850,		2818
Robin_McGinnis,		Councillor,	12.0,		15050,		3672
Brian_Cochrane_Sr,	Councillor,	5.5,		8700,		1895
Joe_Medicine,		Councillor,	6.5,		7200,		1222

132,			Seine_River_First_Nation,	BDO_Canada_LLP
Name_of_Individual,	Position_Title,	Number_of_Months,	Remuneration,	Expenses
Earl_Klyne,		Chief,		12,			69202,		18072
John_Kabatay,		Councillor,	12,			65012,		11306
Carrie_Boshkaykin,	Councillor,	12,			47070,		5738
Tyrone_Tenniscoe,	Councillor,	11,			67313,		18866
Tom_Johnson,		Councillor,	12,			27962,		13495
Roger_Spencer,		Councillor,	12,			84218,		5711
Norman_Girard,		Councillor,	12,			48738,		17591
David_Spencer,		Councillor,	11,			72494,		13551
Darcy_Whitecrow,	Councillor,	2,			32465,		6015
Shane_Whitcrow,		Councillor,	2,			5343,		1248

133,			Mitaanjigamiing_First_Nation,	BDO_Canada_LLP
Name,			Position,	Duration_(Months),	Salary_and_Honoraria,	Travel,	Other
Janice_Henderson,	Chief,		12,			62140,			9366,	0
Pam_Johnson,		Council,	12,			46544,			4890,	0
Chris_Henderson,	Council,	12,			38636,			6040,	0

14,			Metepenagiag_Mi'kmaq_Nation,	Teed_Saunders_Doyle_&_Co.
Name_NA,		Title_NA,	Months_NA,	Salary,	Honoraria,	Travel,	Other
Freeman_Ward,		Chief,		NA,		61301,	15000,		6150,	0
Norman_Ward,		Councilor,	NA,		48005,	15000,		11741,	0
Patricia_Ward,		Councilor,	NA,		48005,	15000,		4739,	0
Laurie_Watson,		Councilor,	NA,		48005,	15000,		7268,	0
Alan_Blowers,		Councilor,	NA,		48005,	15000,		6749,	21840
Tracy_Austin_Cloud,	Councilor,	NA,		48005,	15000,		6092,	1350
Tracy_Anne_Cloud,	Councilor,	NA,		48005,	15000,		8283,	0

143,				Attawapiskat_First_Nation,	Ross_Pope_LLP,	*
Elected_Officials,		Title_NA,	Number_of_Months,	Salary_and_Honoraria,	Travel_Expenses,	Other_Remuneration
Theresa_Spence,			Chief,		12,			82984,			14230,			0
Gerald_Mattinas,		Deputy_Chief,	4,			35643,			7758,			0
Louis_Edwards,			Deputy_Chief,	8,			40030,			1352,			0
Steve_Hookimaw,			Councillor,	4,			6300,			1634,			0
Margaret_Okimaw-Lavalley,	Councillor,	4,			21588,			2794,			0
Xavier_Hookimaw,		Councillor,	12,			14460,			0,			0
Christine_Kataquapit,		Councillor,	4,			16738,			3406,			0
Mike_Okimaw,			Councillor,	12,			15810,			9248,			0
Andrew_Koostachin,		Councillor,	12,			71260,			2620,			0
Jerry_Nakogee,			Councillor,	4,			6025,			2621,			0
Moses_Hookimaw,			Councillor,	12,			29350,			0,			0
Benoit_Okitchquo,		Councillor,	4,			12194,			0,			0
Christopher_Kataquapit,		Councillor,	4,			8550,			2621,			0
Cecile_Rose,			Councillor,	8,			7860,			0,			0
Charlie_Kebokee,		Councillor,	8,			7160,			0,			0
Louis_Sutherland,		Councillor,	8,			15300,			3300,			0
Raymond_Metatawabin,		Councillor,	8,			39354,			3195,			0
Rosaire_Hookimaw,		Councillor,	8,			10200,			1594,			0
Sylvia_Metatawabin,		Councillor,	8,			8760,			4419,			0
Annabella_Iahtail,		Councillor,	8,			12550,			3712,			0

154,			Iskatewizaagegan_No._39_Independent_First_Nation,	BDO_Canada_LLP
Name_of_Individual,	Position_Title,		Number_of_Months,	Remuneration,	Expenses
Eli_Mandamin,		Chief,			11,			58385,		22855
Fawn_Wapioke,		Chief/Councillor,	12,			48654,		7621
Leon_Mandamin,		Councillor,		12,			52733,		15888
John_Wapioke,		Councillor,		11,			48654,		6831
Charlene_Mandamin,	Councillor,		11,			54785,		6078
Vanessa_Fedus,		Councillor,		1,			1538,		0
Karen_Kejick,		Councillor,		1,			1538,		0
Earl_Wapioke,		Councillor,		1,			1538,		0

16,			Maliseet_Nation_at_Tobique,	Teed_Saunders_Doyle_&_Co.
Name_NA,		Title_NA,	Number_of_Months,	Salary,	Other_Remuneration,	Travel,	Honoraria
Brenda_Perley,		Chief,		12,			52000,	0,			11251,	0
Brad_Perley,		Councillor,	12,			36400,	0,			4333,	0
David_Perley_Jr,	Councillor,	12,			37899,	80,			7137,	0
Kim_Perley,		Councillor,	12,			34550,	1200,			928,	0
Lara_Sappier,		Councillor,	12,			36400,	0,			4944,	0
Lindsay_Paul,		Councillor,	12,			0,	0,			134,	33800
Paul_Pyres,		Councillor,	8,			22700,	0,			2416,	650
Richard_Moulton,	Councillor,	12,			36400,	0,			960,	0
Ross_Perley,		Councillor,	12,			2333,	0,			1956,	33150
Tim_Nicholas,		Councillor,	12,			78310,	0,			3418,	0
Tina_Martin-Perley,	Councillor,	12,			34550,	0,			2643,	0
Vaughn_Nicholas,	Councillor,	12,			36400,	0,			2120,	0
Wayne_Nicholas,		Councillor,	12,			0,	0,			544,	10400

162,			Hiawatha_First_Nation,	Collins_Barrow_LLP
Name_of_Individual,	Title_NA,	No._of_Months,	Salary_and_Honoraria,	Other_Remuneration,	Travel_Expenses
Greg_Cowie,		Chief,		12,		60000,			0,			8419
Brian_Cowie,		Councillor,	12,		9600,			0,			(235)
Trisha_Shearer,		Councillor,	12,		9600,			0,			(668)
Kirk_Edwards,		Councillor,	12,		9600,			0,			405
Duane_Cowie,		Councillor,	12,		9600,			0,			2574
Art_Vowles,		Councillor,	12,		9600,			0,			2740

174,			Magnetawan_First_Nation,	KPMG_LLP
Name_of_Individual,	Position_Title,	Number_of_Months,	Remuneration,	Expenses
William_Diabo,		Chief,		11.5,			38700,		17097
Joe_Naganosh,		Chief,		0.5,			600,		3630
Lloyd_Mike,		Councillor,	12,			33343,		26582
Joanne_Dominic,		Councillor,	11.5,			14133,		12625
Lana_Noganosh,		Councillor,	0.5,			971,		6086

180,			Aundeck-Omni-Kaning,	Freelandt_Caldwell_Reilly_LLP
Chief/Council_Member,	Position_Title,	No._of_Months,	Salary,	Honoraria,	Expenses
P_Corbiere,		Chief,		12,		66600,	0,		5483
T_Abotossaway,		Councillor,	12,		0,	6250,		3784
R_Corbiere,		Councillor,	12,		0,	6250,		4131
D_Madahbee,		Councillor,	12,		0,	6250,		3652
M_Assinewai,		Councillor,	12,		0,	6500,		5054
K_McGraw-Shokan,	Councillor,	12,		0,	6250,		4340
S_Madahbee,		Councillor,	12,		0,	6250,		6084
M_Abotossaway,		Councillor,	12,		0,	6250,		3344

182,			Constance_Lake_First_Nation,	Ross_Pope_LLP
Name_of_Individual,	Position_Title,	Number_of_Months,	Remuneration,	Expenses
Roger_Wesley,		Chief,		3,			22692,		4821
Fred_Sackaney,		as_Chief,	9,			61518,		11845
Fred_Sackaney,		as_Councilor,	3,			3750,		0
Charles_Baxter_Sr,	Councilor,	12,			18000,		9598
Beatrice_Ineese,	Councilor,	12,			47975,		880
Darius_Ferris,		Councilor,	12,			17250,		8972
Rick_Allen,		Councilor,	10,			41170,		9853
Florrie_Sutherland,	Councilor,	10,			14250,		1776
Ron_Wesley,		Councilor,	9,			13500,		7339
Allen_Ferris,		Councilor,	4,			4375,		2498
Ken_Neegan,		Councilor,	4,			4875,		999

184,			Long_Lake_#58_First_Nation,	Peter_Stetsko
Name_of_Individual_Chief/Council_Member,	Title_NA,	No._of_Months,	Honorariua,	Travel_Expense,	Work_Travel,	Other_Travel,	Other,		Salary
Allan_Towegishig,				Chief,		12,		52543.40,	13764.50,	0,		15649.00,	1500.00,	0
Sidney_Abraham,					Councillor,	10,		12500.00,	1929.40,	0,		0,		1500.00,	0
Wendell_Abraham,				Councillor,	12,		15000.00,	5351.00,	0,		0,		1500.00,	3407.04
Henry_Davey,					Councillor,	10,		12500.00,	0,		0,		0,		1500.00,	9341.28
Judy_Desmoulin,					Councillor,	12,		15000.00,	12487.43,	0,		5986.00,	1500.00,	0
Anthony_Legarde,				Councillor,	12,		15000.00,	7055.52,	0,		8708.00,	1500.00,	0
Gilbert_Legarde,				Councillor,	12,		15000.00,	6091.46,	0,		0,		1500.00,	0
Frank_Onabigon,					Councillor,	12,		15000.00,	11772.00,	0,		5938.00,	1500.00,	0
John_Onabigon,					Councillor,	12,		15000.00,	2291.60,	11834.48,	2846.00,	1500.00,	47328.40
Patrick_Patabon,				Councillor,	12,		15000.00,	5834.45,	4092.20,	5255.00,	1500.00,	27846.00
Arthur_Shebagabow,				Councillor,	12,		15000.00,	6156.00,	0,		0,		1500.00,	8400.41
Henry_Waboose,					Councillor,	12,		15000.00,	1846.60,	0,		563.00,		1500.00,	0
Marlow_Wesley,					Councillor,	12,		15000.00,	4481.00,	0,		2298.00,	1500.00,	0
Scott_Desmoulin,				Councillor,	2,		2500.00,	1159.40,	0,		0,		0,		3011.98
Veronica_Waboose,				Councillor,	2,		2500.00,	1541.40,	0,		0,		0,		0

186,			Martin_Falls_First_Nation,	Grant_Thornton_LLP,	*
Name_of_Individual,	Position/Title,	Number_of_Months,	Salary,	Honoraria,	Other_Remuneration,	Travel_Expenses
Eli_Moonias,		Chief,		12,			78832,	0,		0,			10406
Bruce_Achneepineskum,	Councillor,	12,			0,	12000,		0,			12753
Paul_Achneepineskum,	Councillor,	12,			0,	12000,		0,			1711
Graco_Bottle,		Councillor,	6,			0,	6000,		0,			6441
Linda_Moonias,		Councillor,	12,			0,	12000,		0,			9328
Tom_Moonias,		Councillor,	6,			0,	4000,		0,			1934
Betty_Achneepineskum,	Councillor,	6,			0,	6000,		0,			457
Irene_Baxter,		Councillor,	6,			0,	3000,		0,			457
Lance_Baxter,		Councillor,	6,			0,	6000,		0,			457
Shane_Baxter,		Councillor,	6,			0,	6000,		0,			3954

187,				Fort_William_First_Nation,	BDO_Canada_LLP
Name_of_Individual,		Position_Title,	Number_of_Months,	Remuneration,	Expenses
Georjann_Morriseau,		Chief,		12,			93485,		26886
Cathy_Rodger,			Councillor,	12,			20125,		1008
Valerie_Chapman,		Councillor,	12,			20250,		0
Sherry_Pelletier,		Councillor,	12,			19500,		0
Leo_Bannon_Jr,			Councillor,	12,			23500,		0
Leo_Bannon_Sr,			Councillor,	12,			23625,		1504
Wyatt_Bannon,			Councillor,	12,			21750,		7667
Jenelle_Charlie,		Councillor,	12,			19875,		0
Philip_Solomon_(Benny),		Councillor,	12,			20500,		3853
Norman_Boucher_(Dwight),	Councillor,	12,			23125,		4869
Trevor_Wells,			Councillor,	12,			20875,		2598
Yvette_Legarde,			Councillor,	12,			20000,		1452

199,			Garden_River_First_Nation,	BDO_Canada_LLP
Chief_and_Council,	Position,			Number_of_Months,	Remuneration,	Expenses
Lyle_Sayers,		Chief,				12,			61072,		12966
Caroline_Barry,		Councillor,			12,			16125,		3647
Darwin_Belleau,		Councillor,			12,			16700,		0
Darwin_Belleau,		Heavy_Equipment_Operator,	12,			24208,		0
Darwin_Belleau,		Contractor,			12,			24947,		0
Terry_Bealleau,		Councillor,			12,			16200,		0
Terry_Bealleau,		Contractor,			12,			16995,		0
Cindy_Jones,		Councillor,			6.5,			9050,		0
Dennis_Jones,		Councillor,			5.5,			7150,		0
Peter_Jones,		Councillor,			12,			16200,		3451
Gerald_Lesage,		Councillor,			6.5,			11650,		0
Brandi_Nolan,		Councillor,			12,			17088,		186
Sherri_Payment,		Councillor,			5.5,			7225,		1392
Andy_Rickard,		Councillor,			12,			15600,		1551
Andy_Rickard,		Recreation_Centre_Manager,	12,			62320,		1096
Craig_Sayers,		Councillor,			12,			15600,		3959
Craig_Sayers,		Firefighter,			12,			50188,		0
Chris_Solomon,		Councillor,			12,			14416,		2970
Chris_Solomon,		Food_bank_donation,		12,			2000,		0
Darlene_Solomon,	Contractor,			5.5,			7150,		0
Darlene_Solomon,	Economic_Resource_Manager,	5.5,			31155,		1100
Paul_Syrette,		Councillor,			6.5,			9558,		0
Paul_Syrette,		Aboriginal_Support_Worker,	6.5,			15799,		0
Leslie_Zack-Carabello,	Councillor,			12,			18392,		0

2,			Lennox_Island_First_Nation,	Lenehan_McCain_&_Associates,	*,	***
Name,			Position,	#_of_months,	Salary,	Honoraria,	Other_remuneration,	Travel_expenses
Matilda_Ramjattan,	Chief,		10,		53750,	18750,		0,			6295
Darlene_Bernard,	Chief,		2,		14232,	6250,		45977,			1340
Stephen_Bernard_Jr,	Councillor,	12,		31328,	18000,		0,			0
Chris_Sapier,		Councillor,	12,		0,	18000,		0,			1720
Debbie_Bernard,		Councillor,	12,		46800,	18000,		0,			2994

201,				Serpent_River_First_Nation,		BDO_Canada_LLP
Chief_and_Council,		Title_NA,		Number_of_Months,	Remuneration,	Expenses
Isadore_Day,			Chief,			12,			60000,		21640
Charlotte_Commanda,		Councillor,		9.5,			11778,		1334
Joey_Jacobs,			Councillor,		9.5,			7234,		0
Elaine_Johnston,		Councillor,		12,			9000,		1284
Holly_Johnston,			Councillor,		2.5,			1766,		670
Tania_Johnston,			Councillor,		2.5,			1766,		1846
Shirley_McLeod,			Councillor,		12,			9000,		1027
William_McLeod,			Councillor,		11.5,			8661,		3826
Caroline_Meawasige,		Councillor,		2.5,			1766,		0
Emma_Meawasige,			Councillor,		12,			10172,		400
Quinn_Meawasige,		Councillor,		9.5,			7234,		1877
Pamela_Pelletier,		Councillor,		2.5,			1766,		795
Nicole_Pelletier-Southwind,	Councillor,		12,			9000,		1259
Carol_Shawana,			Head_Councillor,	12,			10800,		500
John_Trudeau,			Councillor,		2.5,			1766,		400

204,			North_Caribou_Lake_First_Nation,	BDO_Canada_LLP
Name_of_Individual,	Position_Title,		Number_of_Months,	Remuneration,	Expenses
Swanson_Kenequanash,	Councillor,		8.5,			41838,		16026
Swanson_Kenequanash,	Chief,			1,			4856,		1685
Innes_Sakchekapo,	Head_Councillor,	12,			73560,		25634
Paul_Johnup,		Councillor,		3.5,			19316,		10067
Raymond_Adams,		Councillor,		12,			66998,		21352
Salome_Grace_Matawapit,	Councillor,		12,			63710,		29208
Harry_Sakchekpo,	Councillor,		12,			63556,		22541
Joseph_Roy_Sakchekapo,	Councillor,		3.5,			17657,		13847
J_Jowin_Quequish,	Past_Chief,		11,			70250,		20882
Jake_Williams,		Past_Councillor,	0.5,			2060,		0
Cornelius_Benson,	Past_Councillor,	8.5,			57660,		15319
Evelyn_Hattie,		Past_Councillor,	12,			53300,		24779

211,			Sandy_Lake_First_Nation,	Heartland_LLP
Name_of_Individual,	Position_Title,		Number_of_Months,	Remuneration,	Expenses
Bart_Meekis,		Chief,			12,			67500,		36737
Robert_Kakegamic,	Deputy_Chief,		12,			67500,		8834
Fabian_Crowe,		Head_Councillor,	12,			64500,		21895
Russell_Kakepetum,	Councillor,		12,			63500,		14306
Joe_Kakegamic,		Councillor,		12,			63500,		17825
Harvey_Kakegamic,	Councillor,		12,			63500,		14069
Dennis_Kakegamic,	Councillor,		12,			63500,		9678
Allan_Rae,		Councillor,		12,			63500,		18764
Wayne_Kakepetum,	Councillor,		12,			63500,		15613
Rusty_Fiddler,		Councillor,		12,			63500,		4728

214,			Sachigo_Lake_First_Nation,	BDO_Canada_LLP
Name_of_Individual,	Position_Title,		Number_of_Months,	Remuneration,	Expenses
Alvin_Beardy,		Chief,			10.5,			43750,		1113
Titus_Tait,		Former_Chief,		1.5,			7292,		312
Jack_Tait,		Councillor,		6,			23333,		275
Gideon_Thunder,		Councillor,		1.5,			5833,		187
Stan_L_Tait,		Councillor,		12,			40000,		3038
Richard_Mekanak,	Councillor,		12,			40000,		652
Robert_Beardy,		Councillor,		10.5,			35000,		1188
Alpheus_Tait,		Support_Councillor,	3,			6167,		0
Mary_Little/Barkman,	Councillor,		2,			5833,		353

217,			Wunnumin_Lake_First_Nation,	Holukoff_Chiarella
Chief_and_Council,	Title_NA,	Number_of_Months,	Remuneration,	Travel
Rod_Winnepetonga,	Chief,		12,			60324,		24023
Luc_McKay,		Deputy_Chief,	12,			52050,		34583
Simon_Winnepetonga,	Councillor,	12,			49600,		13849
Gordon_Mckoop,		Councillor,	12,			47000,		12653
Zebedee_Sturgeon,	Councillor,	12,			43100,		11171
Zack_Mamakwa,		Councillor,	12,			36600,		7334

258,			The_Ojibway_Nation_of_Saugeen,	MNP_LLP
Name_of_Individual,	Position_Title,	Number_of_Months,	Remuneration,	Expenses
Ed_Machimity,		Chief,		12,			42000,		113613
Eileen_Keesic,		Headman,	12,			39000,		4185
Gladys_Ombash,		Headman,	12,			20420,		0
John_Sapay_Sr,		Headman,	12,			24000,		0

267,			Bloodvein_First_Nation,	Collins_Barrow_LLP
Name_of_Individual,	Position_Title,	Number_of_Months,	Remuneration,	Expenses
Roland_Hamilton,	Chief,		12,			60231,		15757
Lorraine_Cook,		Councillor,	12,			55211,		21148
Ellen_Young,		Councillor,	12,			55211,		12969
Oswald_Turtle,		Councillor,	12,			55211,		26908
Frank_Young,		Councillor,	12,			55211,		7435

268,			Kinonjeoshtegon_First_Nation,	Robert_J_Rutledge
Name,			Position,	Number_of_Months,	Honoraria,	Travel,		Other
Dave_Traverse,		Chief,		12,			52500.00,	17807.61,	0
Hubert_Felix_Jr,	Councillor,	12,			36225.00,	6485.56,	0
Melanie_Harper,		Councillor,	12,			36225.00,	6376.78,	0
Gordon_Hornbrook,	Councillor,	12,			36225.00,	5811.56,	0
Tony_Traverse,		Councillor,	12,			36225.00,	6479.56,	0

285,			Waywayseecappo_First_Nation,	MNP_LLP
Name_NA,		Position,	Number_of_Months,	Salary,	Honoraria,	Other_remuneration,	Travel_expenses
Mel_Wabash,		Chief,		12,			0,	78000,		0,			8077
